-1.164915323257446289e+00,9.665476679801940918e-01,-2.471087051826271974e+00,2.518690581441571652e+00,2.380176480764966546e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.934655427932739258e-01,1.220675826072692871e+00,-2.148500103352015689e+00,2.235375705039373440e+00,4.343780084367900723e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.170148611068725586e+00,1.092765569686889648e+00,-2.352860082275063824e+00,2.506632543397441459e+00,7.688623056118884525e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.073060512542724609e+00,1.119600892066955566e+00,-2.474686486382130735e+00,2.541507789261959527e+00,3.341065143991444469e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.087893724441528320e+00,1.004961848258972168e+00,-2.202543645728009647e+00,2.307864869742396241e+00,5.266061200719351215e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.130227804183959961e+00,1.170129537582397461e+00,-2.312221467274289566e+00,2.118368668957888445e+00,-9.692639915820074059e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.921917915344238281e-01,1.182382583618164062e+00,-2.258611893824592265e+00,2.395626315357151093e+00,6.850721076627959427e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.697861671447753906e-01,1.049311280250549316e+00,-2.200537082120752164e+00,2.164825751761182193e+00,-1.785566517978479789e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.204574942588806152e+00,1.059154510498046875e+00,-2.463393393915122687e+00,2.390815137044404182e+00,-3.628912843535927329e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.040844321250915527e+00,9.779394865036010742e-01,-2.475158280252677478e+00,2.353845055540801923e+00,-6.065661235593774320e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.057530641555786133e+00,1.073087573051452637e+00,-2.385213667615503574e+00,2.236559487213209962e+00,-7.432709020114665333e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.145394682884216309e+00,1.240671396255493164e+00,-2.307693536415826419e+00,2.364788334951235083e+00,2.854739926770452282e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.981989264488220215e-01,9.620606899261474609e-01,-2.109733397840359181e+00,2.191493347973382910e+00,4.087997506651194074e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.062862277030944824e+00,1.228401899337768555e+00,-2.356394593301328833e+00,2.195495443655764767e+00,-8.044957482278182470e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.016141772270202637e+00,1.046288251876831055e+00,-2.270075925235756742e+00,2.200184558069564922e+00,-3.494568358309584760e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.194102287292480469e+00,9.928942918777465820e-01,-2.009932997614333416e+00,2.121419792944261751e+00,5.574339766496412552e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.940350651741027832e-01,9.227392077445983887e-01,-2.012071399496541790e+00,2.082745264109811867e+00,3.533693230663515622e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.159004569053649902e+00,1.221608400344848633e+00,-2.403407708704972556e+00,2.322882841853168401e+00,-4.026243342590225122e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.271185517311096191e+00,9.474902153015136719e-01,-2.273390389598789252e+00,2.221675194127723518e+00,-2.585759773553293964e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.137259840965270996e+00,9.591954350471496582e-01,-1.962735880799209687e+00,2.118796628127341375e+00,7.803037366406574693e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.926058053970336914e-01,1.014095544815063477e+00,-2.307917144301315560e+00,2.287639319179215924e+00,-1.013891256104984193e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.828051924705505371e-01,1.051222324371337891e+00,-2.389660404261522597e+00,2.342552468976886626e+00,-2.355396764231790230e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.929825067520141602e-01,1.149361491203308105e+00,-2.376076935028228476e+00,2.473797543643209806e+00,4.886030430749073450e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.047045469284057617e+00,1.114356756210327148e+00,-1.921212918218549115e+00,2.088066540791733150e+00,8.342681128659207301e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.758735299110412598e-01,1.170929431915283203e+00,-2.217543460582385606e+00,2.136342736648900953e+00,-4.060036196674213227e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.007266879081726074e+00,8.505752086639404297e-01,-2.260901141245017509e+00,2.236417948442961379e+00,-1.224159640102785891e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.091785907745361328e+00,1.115785837173461914e+00,-2.391332273588048452e+00,2.233511643307842576e+00,-7.891031514010302117e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.004592895507812500e+00,1.039338707923889160e+00,-2.319939461434994410e+00,2.351204738545695339e+00,1.563263855535039146e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.119178175926208496e+00,1.001019477844238281e+00,-2.351809567882310770e+00,2.367300400156483686e+00,7.745416137086590970e-03,-1.000000000000000000e+00,1.000000000000000000e+00
-1.150706529617309570e+00,1.140242218971252441e+00,-2.373161850008761675e+00,2.456157881920955077e+00,4.149801595609661081e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.023515224456787109e+00,1.128904938697814941e+00,-2.389017074169881738e+00,2.520680631172265151e+00,6.583177850119159569e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.142404556274414062e+00,1.050766944885253906e+00,-2.520260933128072978e+00,2.444513661150714334e+00,-3.787363598867947434e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.238054752349853516e+00,1.084634423255920410e+00,-2.548814422821380710e+00,2.598324689121471742e+00,2.475513315004546772e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.145382523536682129e+00,1.022359848022460938e+00,-2.199076857363538640e+00,2.286697203995113892e+00,4.381017331578782731e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.273742318153381348e+00,1.272622704505920410e+00,-2.382331633243307767e+00,2.467216452828256745e+00,4.244240979247457246e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-9.953212738037109375e-01,1.172553658485412598e+00,-2.522366326507299750e+00,2.593632822589521769e+00,3.563324804111103056e-02,-1.000000000000000000e+00,1.000000000000000000e+00
-1.043083310127258301e+00,1.037254810333251953e+00,-2.282576624521734932e+00,2.383125406619182041e+00,5.027439104872349213e-02,-1.000000000000000000e+00,1.000000000000000000e+00
