-4.825651168823242188e+00,1.748828506469726562e+01,-1.767598039187196335e+01,1.801872562723061932e+01,1.713726176793269607e-01
-4.719085693359375000e+00,1.239261913299560547e+01,-1.595793487599729943e+01,1.644957962185383238e+01,2.458223729282656422e-01
-5.207202911376953125e+00,1.487874126434326172e+01,-1.653059301500973177e+01,1.686300925491306302e+01,1.662081199516641239e-01
-5.089190959930419922e+00,1.447216224670410156e+01,-1.634769214832284234e+01,1.664484068443776721e+01,1.485742680574611285e-01
-5.036806106567382812e+00,1.442270278930664062e+01,-1.616426722847026909e+01,1.666849239199629906e+01,2.521125817630151533e-01
-4.900890350341796875e+00,1.155386257171630859e+01,-1.573179075593047749e+01,1.603156669360805964e+01,1.498879688387904918e-01
-4.808119773864746094e+00,8.295903205871582031e+00,-1.508257375600372363e+01,1.541270349171542442e+01,1.650648678558504778e-01
-4.888853073120117188e+00,1.134684944152832031e+01,-1.592015300790939136e+01,1.625597035474698515e+01,1.679086734187965335e-01
-4.629648208618164062e+00,1.028350830078125000e+01,-1.641941341719850911e+01,1.663796296227718940e+01,1.092747725393417441e-01
-5.099946022033691406e+00,1.540199375152587891e+01,-1.708484423211588421e+01,1.745551777701370355e+01,1.853367724489113633e-01
-4.818769454956054688e+00,1.010503292083740234e+01,-1.614378843579310185e+01,1.635901873263887651e+01,1.076151484228872329e-01
-5.031126976013183594e+00,1.735051155090332031e+01,-1.730685582641605080e+01,1.765411438527546650e+01,1.736292794297077668e-01
-5.048055171966552734e+00,1.290827369689941406e+01,-1.639555727959941933e+01,1.669448896514471059e+01,1.494658427726466565e-01
-4.634311676025390625e+00,1.056057453155517578e+01,-1.533741872534889517e+01,1.566051802618970434e+01,1.615496504204043116e-01
-4.763711452484130859e+00,1.102204608917236328e+01,-1.564607041395744069e+01,1.594329140268493283e+01,1.486104943637459042e-01
-5.012160778045654297e+00,5.987987041473388672e+00,-1.426439214243171705e+01,1.426846803246953144e+01,2.037945018906743566e-03
-4.854361534118652344e+00,1.616839027404785156e+01,-1.713197946005080041e+01,1.746223488781490119e+01,1.651277138820499424e-01
-4.715071201324462891e+00,6.534733295440673828e+00,-1.450599751191726483e+01,1.464359752264216397e+01,6.880000536245035880e-02
-4.688102245330810547e+00,1.314614009857177734e+01,-1.694544834351994567e+01,1.726052339579969797e+01,1.575375261398755666e-01
-4.861399173736572266e+00,1.509394741058349609e+01,-1.672070346247708983e+01,1.706793397624954878e+01,1.736152568862284473e-01
-5.022966384887695312e+00,1.351536941528320312e+01,-1.862109448653979271e+01,1.890687206618315841e+01,1.428887898216834040e-01
-4.862186431884765625e+00,9.258307456970214844e+00,-1.663161549454019195e+01,1.688149113050670280e+01,1.249378179832551367e-01
-4.675271987915039062e+00,1.145291328430175781e+01,-1.605978366159704862e+01,1.666046726991356408e+01,3.003418041582564535e-01
-4.694180965423583984e+00,1.281875514984130859e+01,-1.634670715975980215e+01,1.673333809402134165e+01,1.933154671307690531e-01
-4.689464569091796875e+00,1.222370147705078125e+01,-1.577828096586025630e+01,1.611959922795746891e+01,1.706591310486067214e-01
-4.526180744171142578e+00,1.081370830535888672e+01,-1.585919413815478407e+01,1.628831339737257622e+01,2.145596296088958799e-01
-4.842803001403808594e+00,5.596104621887207031e+00,-1.417735399494092441e+01,1.421154866374183889e+01,1.709733440045652780e-02
-4.628398895263671875e+00,1.161634063720703125e+01,-1.591168063328297322e+01,1.628954337701157229e+01,1.889313718642989248e-01
-5.189906597137451172e+00,9.325550079345703125e+00,-1.491957185650760742e+01,1.502748148676021422e+01,5.395481512630290882e-02
-4.825132846832275391e+00,9.569253921508789062e+00,-1.554942429777013579e+01,1.598453872198379422e+01,2.175572121068284903e-01
-4.995981216430664062e+00,1.099634456634521484e+01,-1.592513446972475855e+01,1.634466615209375817e+01,2.097658411845003401e-01
-4.884105205535888672e+00,1.468023967742919922e+01,-1.691506161201739644e+01,1.723728943220109500e+01,1.611139100918503597e-01
-5.108440876007080078e+00,1.325717639923095703e+01,-1.628547304726457057e+01,1.658664769455416277e+01,1.505873236447977381e-01
-4.765420436859130859e+00,8.615587234497070312e+00,-1.449652661144646615e+01,1.458684243060944397e+01,4.515790958148966500e-02
-4.887612342834472656e+00,1.253125381469726562e+01,-1.608732073331086099e+01,1.657004511292423388e+01,2.413621898066859728e-01
-4.731072902679443359e+00,6.305445671081542969e+00,-1.472416496659038465e+01,1.491353768608826691e+01,9.468635974894069884e-02
-4.956957340240478516e+00,1.187615489959716797e+01,-1.613306896414406211e+01,1.659484649770960019e+01,2.308887667827698997e-01
-4.830989360809326172e+00,1.327375984191894531e+01,-1.603870591629606679e+01,1.657180839656782467e+01,2.665512401358779981e-01
-4.531855106353759766e+00,1.246330642700195312e+01,-1.572190634088156180e+01,1.618345005051661900e+01,2.307718548175286821e-01
-4.883108615875244141e+00,1.283238983154296875e+01,-1.610703181713162380e+01,1.668074561695343405e+01,2.868568999109067930e-01
-4.697082519531250000e+00,1.504325866699218750e+01,-1.687668858748137524e+01,1.719193071429521069e+01,1.576210634069175887e-01
-4.653981685638427734e+00,8.108385086059570312e+00,-1.496694295528040541e+01,1.521522609700062745e+01,1.241415708601108503e-01
-4.836362361907958984e+00,1.617207717895507812e+01,-1.628211163283678076e+01,1.663632283344193752e+01,1.771056003025786585e-01
-4.818692684173583984e+00,1.079714202880859375e+01,-1.508028017639606411e+01,1.541846630666141671e+01,1.690930651326760237e-01
-4.957175254821777344e+00,1.770433807373046875e+01,-1.719193636158080807e+01,1.750589711223151568e+01,1.569803753253528333e-01
-4.491711616516113281e+00,1.420674037933349609e+01,-1.669078750557154933e+01,1.703022171212991509e+01,1.697171032791836565e-01
-5.074069023132324219e+00,1.388449573516845703e+01,-1.656682104186294779e+01,1.686876517306886925e+01,1.509720656029596153e-01
-5.010977268218994141e+00,8.558073043823242188e+00,-1.484355700350191398e+01,1.508745783853378697e+01,1.219504175159370901e-01
-4.520011425018310547e+00,1.071286106109619141e+01,-1.555900120560319699e+01,1.597982437475901385e+01,2.104115845779085114e-01
-5.082899570465087891e+00,1.324147415161132812e+01,-1.588523766434227547e+01,1.622722606857909611e+01,1.709942021184099881e-01
